UNIQUE_ID,COUNTYFP,County,Precinct,G22A01NO,G22A01YES,G22A02NO,G22A02YES,G22A03NO,G22A03YES,G22A04NO,G22A04YES,G22A05NO,G22A05YES,G22A06NO,G22A06YES,G22A07NO,G22A07YES,G22A08NO,G22A08YES,G22A09NO,G22A09YES,G22A10NO,G22A10YES,G22AGRLCLA,G22AGROWRI,G22AGRRPAT,G22AJ5DKEL,G22AJ5OWRI,G22AJ5RCOO,G22AJ6OWRI,G22AJ6RWIS,G22ATGDMAJ,G22ATGOWRI,G22ATGRMAR,G22AUDLLAC,G22AUDOWRI,G22AUDRSOR,G22CNSNO,G22CNSYES,G22GOVDFLO,G22GOVLBLA,G22GOVOWRI,G22GOVRIVE,G22LTGLPAG,G22LTGOWRI,G22LTGRAIN,G22PS1LBIS,G22PS1OWRI,G22PS1RODE,G22PS2LLAN,G22PS2OWRI,G22PS2RBEE,G22SOSDLAF,G22SOSLSHE,G22SOSOWRI,G22SOSRALL,G22TRELHAM,G22TREOWRI,G22TRERBOO,G22USSDBOY,G22USSLSOP,G22USSOWRI,G22USSRBRI,GCON01LREM,GCON01OWRI,GCON01RCAR,GCON02DHAR,GCON02LREA,GCON02OWRI,GCON02RMOO,GCON03DVEA,GCON03IBEL,GCON03LCAS,GCON03OWRI,GCON03RROG,GCON04DNEI,GCON04LCOC,GCON04OWRI,GCON04RADE,GCON05DWAR,GCON05LGRE,GCON05OWRI,GCON05RSTR,GCON06LCHI,GCON06OWRI,GCON06RPAL,GCON07DSEW,GCON07LGOO,GCON07OWRI,GCON07RNIC,GSL001OWRI,GSL001RPET,GSL002OWRI,GSL002RHAR,GSL003DTHO,GSL003OWRI,GSL003RUND,GSL004OWRI,GSL004RMOO,GSL005OWRI,GSL005RCRA,GSL006LTUR,GSL006OWRI,GSL006RWHI,GSL007DJON,GSL007LDUR,GSL007OWRI,GSL007RYAR,GSL008LWAL,GSL008OWRI,GSL008RCOL,GSL009LBOD,GSL009OWRI,GSL009RSTA,GSL010DLAN,GSL010LBOY,GSL010OWRI,GSL010RCOL,GSL011OWRI,GSL011RSHE,GSL012DFIE,GSL012OWRI,GSL012RHAR,GSL013LDAV,GSL013OWRI,GSL013RWOO,GSL014OWRI,GSL014RWAD,GSL015DROU,GSL015OWRI,GSL015RHUL,GSL016OWRI,GSL016RSOU,GSL017OWRI,GSL017REST,GSL018LSHI,GSL018OWRI,GSL018RKIE,GSL019DHAL,GSL019OWRI,GSL020OWRI,GSL020RLOM,GSL021OWRI,GSL021RREY,GSL022OWRI,GSL022RWHO,GSL023OWRI,GSL023RKIR,GSL024OWRI,GSL024RLED,GSL025DHAG,GSL025OWRI,GSL025RRIG,GSL026DALF,GSL026OWRI,GSL026RCOL,GSL027DNEU,GSL027OWRI,GSL027RKIT,GSL028OWRI,GSL028RBUT,GSL029LVAL,GSL029OWRI,GSL029RGID,GSL030OWRI,GSL030RLIP,GSL031OWRI,GSL031RSTU,GSL032DBOY,GSL032OWRI,GSL032RJAC,GSL033DCRU,GSL033OWRI,GSL033RROB,GSL034OWRI,GSL034RSTA,GSL035OWRI,GSL035RHUR,GSL036OWRI,GSL036RWOO,GSL037OWRI,GSL037RFIN,GSL038LTEM,GSL038OWRI,GSL038RWOO,GSL039OWRI,GSL039RSHA,GSL040DHOW,GSL040OWRI,GSL040RROB,GSL041DNEL,GSL041LMOR,GSL041OWRI,GSL041RELL,GSL042LWAR,GSL042OWRI,GSL042RSMI,GSL043DCLE,GSL043LBUR,GSL043OWRI,GSL043RMOO,GSL044LBOO,GSL044OWRI,GSL044RGAR,GSL045LWHI,GSL045OWRI,GSL045RDUB,GSL046OWRI,GSL046RFAU,GSL047DCOL,GSL047OWRI,GSL047RSHA,GSL048LSTU,GSL048OWRI,GSL048RCAR,GSL049OWRI,GSL049RBED,GSL050OWRI,GSL050RHIL,GSL051OWRI,GSL051RTRE,GSL052DROG,GSL052OWRI,GSL053DDAN,GSL053OWRI,GSL054DRAF,GSL054OWRI,GSL055DPLU,GSL055OWRI,GSL056DTIL,GSL056LLES,GSL056OWRI,GSL057DSEL,GSL057LJON,GSL057OWRI,GSL057RBAU,GSL058DHOL,GSL058OWRI,GSL059DMOO,GSL059OWRI,GSL060DGIV,GSL060LFRE,GSL060OWRI,GSL061LPRU,GSL061OWRI,GSL061RBOL,GSL062DCEP,GSL062OWRI,GSL062RLAM,GSL063DADA,GSL063OWRI,GSL063RALM,GSL064LMAY,GSL064OWRI,GSL064RGIV,GSL065DCAS,GSL065OWRI,GSL065REAS,GSL066OWRI,GSL066RBAK,GSL067DCHE,GSL067OWRI,GSL068DJAC,GSL068OWRI,GSL068RKEL,GSL069DLAW,GSL069OWRI,GSL069RMAD,GSL070DENG,GSL070OWRI,GSL071DMCC,GSL071OWRI,GSL072DTRA,GSL072OWRI,GSL073OWRI,GSL073RPAS,GSL074DENS,GSL074OWRI,GSL074RMEA,GSL075OWRI,GSL075RING,GSL076DMCC,GSL076LMAN,GSL076OWRI,GSL077DMOR,GSL077OWRI,GSL078DHAS,GSL078OWRI,GSL079LFRI,GSL079OWRI,GSL079RLOV,GSL080OWRI,GSL080RBLA,GSL081OWRI,GSL081ROLI,GSL082DWAR,GSL082OWRI,GSL082RPIE,GSL083DGRA,GSL083OWRI,GSL084DFOR,GSL084OWRI,GSL085DGRI,GSL085OWRI,GSL085RREH,GSL086OWRI,GSL086RLEE,GSL087OWRI,GSL087RSOR,GSL088LMAY,GSL088OWRI,GSL088RSTA,GSL089OWRI,GSL089RPAR,GSL090OWRI,GSL090RSEL,GSL091OWRI,GSL091RMAR,GSL092DHUB,GSL092OWRI,GSL092RHAM,GSL093OWRI,GSL093RCLO,GSL094LHEL,GSL094OWRI,GSL094RFID,GSL095DBRA,GSL095OWRI,GSL095RHOL,GSL096OWRI,GSL096RSIM,GSL097DCLA,GSL097OWRI,GSL098DBRA,GSL098OWRI,GSL099DJON,GSL099OWRI,GSL100LWAR,GSL100OWRI,GSL100RSHI,GSL101OWRI,GSL101RPRI,GSL102OWRI,GSL102RSTR,GSL103DDRU,GSL103OWRI,GSL104LDEA,GSL104OWRI,GSL104RWIL,GSL105LLEW,GSL105OWRI,GSL105RBRO,GSU01OWRI,GSU01RMEL,GSU02DLEW,GSU02OWRI,GSU02RBUT,GSU03LCHA,GSU03OWRI,GSU03RORR,GSU04OWRI,GSU04RGUD,GSU05OWRI,GSU05RREE,GSU06LRIC,GSU06OWRI,GSU06RSTU,GSU07DWIL,GSU07OWRI,GSU07RGIV,GSU08OWRI,GSU08RLIV,GSU09OWRI,GSU09RSCO,GSU10OWRI,GSU10RJON,GSU11OWRI,GSU11RBEL,GSU12DMCC,GSU12OWRI,GSU12RKEL,GSU13OWRI,GSU13RPRI,GSU14OWRI,GSU14RWEA,GSU15LCRU,GSU15OWRI,GSU15RROB,GSU16OWRI,GSU16RWAG,GSU17LFOR,GSU17OWRI,GSU17RSHE,GSU18DSMI,GSU18OWRI,GSU19DCOL,GSU19LWIL,GSU19OWRI,GSU20DCOL,GSU20OWRI,GSU21DWAR,GSU21OWRI,GSU21RALL,GSU22OWRI,GSU22RALB,GSU23DSTE,GSU23LSHE,GSU23OWRI,GSU23RNIM,GSU24DSIN,GSU24LBEN,GSU24OWRI,GSU25LWOO,GSU25OWRI,GSU25RBAR,GSU26DHAT,GSU26OWRI,GSU27DREE,GSU27OWRI,GSU27RHOV,GSU28DBEA,GSU28LBOA,GSU28OWRI,GSU29DMAT,GSU29LMCB,GSU29OWRI,GSU29RCHE,GSU30OWRI,GSU30RCHA,GSU31OWRI,GSU31RCAR,GSU32OWRI,GSU32RELL,GSU33DFIG,GSU33OWRI,GSU33RRIE,GSU34OWRI,GSU34RWIL,GSU35LHUD,GSU35OWRI,GSU35RSES
Madison-:-LINCOLN CH OF CHRIST,089,Madison,LINCOLN CH OF CHRIST,101,203,55,243,102,198,104,190,79,213,88,197,50,231,47,215,45,214,53,228,88,3,111,232,0,103,20,141,230,0,110,81,3,118,53,228,212,10,3,112,87,5,118,85,3,110,86,3,107,218,14,0,103,83,5,113,222,8,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,11,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-LITTLE INDIAN CREEK PB CH,089,Madison,LITTLE INDIAN CREEK PB CH,473,1560,364,1605,422,1582,471,1471,456,1417,660,1211,416,1424,409,1178,404,1159,283,1572,445,22,1227,916,3,1233,67,1370,912,3,1252,436,23,1239,254,1657,819,93,23,1248,457,22,1248,463,26,1201,479,25,1184,878,111,1,1174,446,24,1245,876,75,14,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,76,4,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,23,0,0,0,0,0,0,0,0,0,0,453,6,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,2,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-LOCUST GROVE BAPT CH,089,Madison,LOCUST GROVE BAPT CH,379,1318,317,1330,299,1374,350,1272,436,1130,612,940,346,1197,348,1006,350,987,293,1257,311,15,1175,633,1,1186,44,1290,622,3,1205,317,12,1180,296,1302,558,58,15,1206,324,16,1196,321,12,1169,348,10,1147,608,75,2,1145,324,12,1179,615,51,1,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,70,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-MADISON BAPT CH,089,Madison,MADISON BAPT CH,400,1658,365,1623,405,1620,451,1545,427,1482,642,1249,397,1479,368,1232,368,1216,253,1660,515,16,1267,926,0,1273,59,1445,904,3,1292,521,16,1277,249,1770,767,122,29,1306,547,13,1292,525,17,1253,550,17,1230,875,113,2,1211,533,17,1271,859,90,6,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,103,3,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,1,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-MADISON CITY HALL,089,Madison,MADISON CITY HALL,414,1552,392,1515,432,1490,438,1428,442,1347,623,1162,403,1364,357,1133,353,1110,287,1517,488,22,1207,893,2,1209,90,1350,889,4,1233,491,22,1217,282,1636,740,121,30,1251,511,28,1234,501,26,1189,531,25,1165,831,141,2,1141,512,27,1200,842,91,4,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,113,1,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,89,1,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,1,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-MADISON CO NATURE TRAIL,089,Madison,MADISON CO NATURE TRAIL,113,450,86,459,83,476,107,439,129,395,185,327,109,401,113,316,109,315,75,447,101,2,434,149,1,447,8,465,144,2,456,97,4,441,84,464,118,31,8,439,87,3,457,102,3,431,104,2,431,140,24,0,437,93,3,450,131,21,7,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,23,3,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,27,0,0,14,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-MADISON CROSS RD COMM CTR,089,Madison,MADISON CROSS RD COMM CTR,220,855,252,776,203,853,198,814,341,650,448,534,276,684,278,537,290,514,290,683,132,7,938,210,0,963,16,979,212,0,974,126,7,949,278,741,182,49,12,949,133,7,949,123,9,940,133,9,928,201,48,0,931,134,7,936,200,43,4,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,66,6,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,7,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-MADISON MISSION 7TH DAY,089,Madison,MADISON MISSION 7TH DAY,354,1252,284,1279,329,1257,357,1183,358,1115,538,931,281,1170,310,967,315,937,215,1260,455,16,930,805,1,921,76,1070,806,4,935,472,16,925,195,1393,703,81,23,951,485,17,929,465,20,911,495,21,886,761,112,0,862,458,21,944,774,60,4,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,89,4,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,85,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,5,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-MADISON PUBLIC LIBRARY,089,Madison,MADISON PUBLIC LIBRARY,218,1011,238,953,253,963,254,938,284,864,376,752,258,865,232,740,238,721,161,963,273,12,789,517,7,782,40,876,515,2,796,280,12,790,148,1035,436,58,24,809,284,13,806,288,18,764,312,18,748,476,80,2,756,301,11,775,481,53,11,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,60,10,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,5,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,6,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison-:-MARY KELLY JOHNSTON GYM,089,Madison,MARY KELLY JOHNSTON GYM,156,555,138,551,139,562,135,538,189,467,252,405,145,507,149,399,155,390,120,523,110,7,496,272,1,496,20,520,267,2,505,102,9,504,111,553,250,27,8,494,117,5,503,113,9,490,114,10,488,256,33,1,484,111,7,501,265,13,3,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,30,1,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
